company	outcome
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	pass
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
current	not
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	pass
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
prospective	not
